Date,x_Oil,x_DXY,x_VIX,y_EM_Spread,x_HY_Spread,EM_Spread_raw,EM_Spread_prev,x_Oil_chg,x_DXY_chg,x_VIX_chg,y_EM_Spread_chg,x_HY_Spread_chg,x_Oil_carry_rtn,x_Oil_price_rtn,x_Oil_total_rtn,x_DXY_carry_rtn,x_DXY_price_rtn,x_DXY_total_rtn,x_VIX_carry_rtn,x_VIX_price_rtn,x_VIX_total_rtn,y_EM_Spread_carry_rtn,y_EM_Spread_price_rtn,y_EM_Spread_total_rtn,x_HY_Spread_carry_rtn,x_HY_Spread_price_rtn,x_HY_Spread_total_rtn,y_EM_Spread_pred,y_EM_Spread_resid,y_EM_Spread_pred_v2,y_EM_Spread_pred_val_v2,x_Oil_total_rtn_coeff,x_DXY_total_rtn_coeff,x_VIX_total_rtn_coeff,x_HY_Spread_total_rtn_coeff,y_EM_Spread_pred_val,y_EM_Spread_resid_val,y_EM_Spread_resid_val_v2,EM_Spread_Actual,y_EM_Spread_resid_v2,Pred_dir,y_EM_Spread_chg_abs
2011-09-22,80.26,78.455,41.35,457,7.67,457,375.0,-4.719999999999999,4.442999999999998,5.450000000000003,82.0,0.3600000000000003,0.0,-0.05554248058366673,-0.05554248058366673,0.0,0.0600308058152732,0.0600308058152732,0.0,0.15181058495821742,0.15181058495821742,0.002888888888888889,-0.041,-0.03811111111111111,0.003,-0.014400000000000012,-0.01140000000000001,0,0,-0.01926837371998154,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,413.53674743996305,43.46325256003695,43.46325256003695,-0.041,0.02173162628001846,1,82.0
2011-10-20,85.3,76.97399999999999,34.78,432,7.25,432,457.0,5.039999999999992,-1.4810000000000088,-6.57,-25.0,-0.41999999999999993,0.0,0.06279591328183387,0.06279591328183387,0.0,-0.018877063284685636,-0.018877063284685636,0.0,-0.15888754534461913,-0.15888754534461913,0.002888888888888889,0.0125,0.01538888888888889,0.003,0.016799999999999995,0.019799999999999995,0,0,0.012345940411345381,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,432.3081191773092,-0.3081191773092087,0.3081191773092087,0.0125,0.00015405958865461963,1,25.0
2011-11-17,98.82,78.282,34.51,432,7.17,432,432.0,13.519999999999996,1.308000000000007,-0.2700000000000031,0.0,-0.08000000000000007,0.0,0.15849941383352872,0.15849941383352872,0.0,0.016992750798971112,0.016992750798971112,0.0,-0.007763082231167395,-0.007763082231167395,0.002888888888888889,-0.0,0.002888888888888889,0.003,0.0032000000000000028,0.006200000000000002,0,0,0.0033540760081608874,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,425.2918479836782,6.708152016321776,6.708152016321776,0.0,0.0033540760081608874,0,0.0
2011-12-16,93.53,80.256,24.29,455,7.24,455,432.0,-5.289999999999992,1.9740000000000038,-10.219999999999999,23.0,0.07000000000000028,0.0,-0.05353167375025292,-0.05353167375025292,0.0,0.025216524871618073,0.025216524871618073,0.0,-0.2961460446247465,-0.2961460446247465,0.002888888888888889,-0.0115,-0.008611111111111111,0.003,-0.0028000000000000112,0.00019999999999998882,0,0,0.0022344169906494253,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,427.53116601870113,27.46883398129887,27.46883398129887,-0.0115,0.013734416990649425,0,23.0
2012-01-18,100.59,80.609,20.89,442,6.71,442,455.0,7.060000000000002,0.35299999999999443,-3.3999999999999986,-13.0,-0.5300000000000002,0.0,0.07548380198866678,0.07548380198866678,0.0,0.004398425039872311,0.004398425039872311,0.0,-0.1399752984767394,-0.1399752984767394,0.002888888888888889,0.0065,0.00938888888888889,0.003,0.02120000000000001,0.02420000000000001,0,0,0.01117073657442034,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,432.6585268511593,9.341473148840691,9.341473148840691,0.0065,0.00467073657442034,1,13.0
2012-02-15,101.8,79.67,21.14,395,6.14,395,442.0,1.2099999999999937,-0.938999999999993,0.25,-47.0,-0.5700000000000003,0.0,0.012029028730490054,0.012029028730490054,0.0,-0.011648823332382152,-0.011648823332382152,0.0,0.011967448539971226,0.011967448539971226,0.002888888888888889,0.0235,0.02638888888888889,0.003,0.02280000000000001,0.02580000000000001,0,0,0.005999349384260404,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,430.0013012314792,-35.001301231479204,35.001301231479204,0.0235,0.017500650615739598,1,47.0
2012-03-15,105.11,80.15,15.42,340,5.67,340,395.0,3.3100000000000023,0.480000000000004,-5.720000000000001,-55.0,-0.46999999999999975,0.0,0.032514734774066856,0.032514734774066856,0.0,0.006024852516631096,0.006024852516631096,0.0,-0.2705771050141911,-0.2705771050141911,0.002888888888888889,0.0275,0.03038888888888889,0.003,0.01879999999999999,0.02179999999999999,0,0,0.012929800612669854,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,369.1403987746603,-29.140398774660298,29.140398774660298,0.0275,0.014570199387330146,1,55.0
2012-04-13,102.83,79.888,19.55,370,6.05,370,340.0,-2.280000000000001,-0.26200000000000045,4.130000000000001,30.0,0.3799999999999999,0.0,-0.02169156122157745,-0.02169156122157745,0.0,-0.0032688708671241296,-0.0032688708671241296,0.0,0.2678339818417641,0.2678339818417641,0.002888888888888889,-0.015,-0.01211111111111111,0.003,-0.015199999999999995,-0.012199999999999996,0,0,-0.015645524038221826,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,371.29104807644364,-1.2910480764436443,1.2910480764436443,-0.015,0.0006455240382218265,1,30.0
2012-05-11,96.13,80.264,19.89,371,5.81,371,370.0,-6.700000000000003,0.37599999999999056,0.33999999999999986,1.0,-0.2400000000000002,0.0,-0.06515608285519792,-0.06515608285519792,0.0,0.004706589224914737,0.004706589224914737,0.0,0.017391304347825987,0.017391304347825987,0.002888888888888889,-0.0005,0.002388888888888889,0.003,0.009600000000000008,0.012600000000000007,0,0,-0.002591752268438642,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,375.1835045368773,-4.183504536877308,4.183504536877308,-0.0005,0.002091752268438642,1,1.0
2012-06-11,82.7,82.515,23.56,406,6.64,406,371.0,-13.429999999999993,2.2510000000000048,3.669999999999998,35.0,0.8300000000000001,0.0,-0.13970664724851756,-0.13970664724851756,0.0,0.028044951659523587,0.028044951659523587,0.0,0.1845148315736551,0.1845148315736551,0.002888888888888889,-0.0175,-0.014611111111111113,0.003,-0.0332,-0.0302,0,0,-0.02580441312189502,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,422.60882624379,-16.60882624379002,16.60882624379002,-0.0175,0.008304413121895018,1,35.0
2012-07-10,83.91,83.4,18.72,380,6.09,380,406.0,1.2099999999999937,0.8850000000000051,-4.84,-26.0,-0.5499999999999998,0.0,0.014631197097944248,0.014631197097944248,0.0,0.010725322668605708,0.010725322668605708,0.0,-0.2054329371816639,-0.2054329371816639,0.002888888888888889,0.013,0.01588888888888889,0.003,0.021999999999999995,0.024999999999999994,0,0,0.010639860279547235,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,384.72027944090553,-4.720279440905529,4.720279440905529,0.013,0.002360139720452764,1,26.0
2012-08-07,93.67,82.21,15.99,336,5.65,336,380.0,9.760000000000005,-1.190000000000012,-2.7299999999999986,-44.0,-0.4399999999999995,0.0,0.1163150995113813,0.1163150995113813,0.0,-0.014268585131894662,-0.014268585131894662,0.0,-0.14583333333333326,-0.14583333333333326,0.002888888888888889,0.022,0.024888888888888887,0.003,0.01759999999999998,0.02059999999999998,0,0,0.013676486810267181,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,352.6470263794656,-16.647026379465615,16.647026379465615,0.022,0.008323513189732817,1,44.0
2012-09-05,95.36,81.235,17.74,337,5.69,337,336.0,1.6899999999999977,-0.9749999999999943,1.7499999999999982,1.0,0.040000000000000036,0.0,0.018042062560051253,0.018042062560051253,0.0,-0.011859871061914551,-0.011859871061914551,0.0,0.10944340212632886,0.10944340212632886,0.002888888888888889,-0.0005,0.002388888888888889,0.003,-0.0016000000000000014,0.0013999999999999987,0,0,-0.004153669481529801,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,344.3073389630596,-7.307338963059578,7.307338963059578,-0.0005,0.003653669481529801,1,1.0
2012-10-03,88.14,79.965,15.43,313,5.51,313,337.0,-7.219999999999999,-1.269999999999996,-2.3099999999999987,-24.0,-0.1800000000000006,0.0,-0.07571308724832215,-0.07571308724832215,0.0,-0.015633655444081906,-0.015633655444081906,0.0,-0.13021420518602023,-0.13021420518602023,0.002888888888888889,0.012,0.014888888888888889,0.003,0.007200000000000024,0.010200000000000025,0,0,0.0031227025505246946,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,330.7545948989506,-17.754594898950586,17.754594898950586,0.012,0.008877297449475305,1,24.0
2012-11-02,84.86,80.593,17.59,295,5.37,295,313.0,-3.280000000000001,0.6280000000000001,2.16,-18.0,-0.13999999999999968,0.0,-0.03721352393918764,-0.03721352393918764,0.0,0.007853435878196757,0.007853435878196757,0.0,0.13998703823720038,0.13998703823720038,0.002888888888888889,0.009,0.011888888888888888,0.003,0.005599999999999987,0.008599999999999986,0,0,-0.007027182169939805,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,327.0543643398796,-32.05436433987961,32.05436433987961,0.009,0.016027182169939806,0,18.0
2012-12-03,89.09,79.882,16.64,297,5.42,297,295.0,4.230000000000004,-0.7109999999999985,-0.9499999999999993,2.0,0.04999999999999982,0.0,0.04984680650483164,0.04984680650483164,0.0,-0.008822106138250185,-0.008822106138250185,0.0,-0.05400795906765199,-0.05400795906765199,0.002888888888888889,-0.001,0.0018888888888888892,0.003,-0.001999999999999993,0.001000000000000007,0,0,0.001883583728524815,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,291.23283254295035,5.767167457049652,5.767167457049652,-0.001,0.002883583728524815,0,2.0
2013-01-02,93.12,79.845,14.68,270,4.93,270,297.0,4.030000000000001,-0.03700000000000614,-1.9600000000000009,-27.0,-0.4900000000000002,0.0,0.04523515546076995,0.04523515546076995,0.0,-0.00046318319521299056,-0.00046318319521299056,0.0,-0.11778846153846156,-0.11778846153846156,0.002888888888888889,0.0135,0.01638888888888889,0.003,0.01960000000000001,0.02260000000000001,0,0,0.009348662873472063,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,278.3026742530559,-8.302674253055898,8.302674253055898,0.0135,0.004151337126527937,1,27.0
2013-01-31,97.49,79.207,14.28,275,4.77,275,270.0,4.36999999999999,-0.6380000000000052,-0.40000000000000036,5.0,-0.16000000000000014,0.0,0.046928694158075546,0.046928694158075546,0.0,-0.007990481558018736,-0.007990481558018736,0.0,-0.027247956403269824,-0.027247956403269824,0.002888888888888889,-0.0025,0.00038888888888888914,0.003,0.0064000000000000055,0.009400000000000006,0,0,0.003320742065782333,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,263.35851586843535,11.641484131564653,11.641484131564653,-0.0025,0.005820742065782333,0,5.0
2013-03-01,90.68,82.31299999999999,15.36,286,4.71,286,275.0,-6.809999999999988,3.1059999999999945,1.08,11.0,-0.05999999999999961,0.0,-0.06985331828905517,-0.06985331828905517,0.0,0.03921370585933048,0.03921370585933048,0.0,0.07563025210084029,0.07563025210084029,0.002888888888888889,-0.0055,-0.0026111111111111105,0.003,0.002399999999999984,0.005399999999999985,0,0,-0.010254023026209815,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,295.5080460524196,-9.508046052419616,9.508046052419616,-0.0055,0.004754023026209815,1,11.0
2013-04-01,97.07,82.73299999999999,13.58,299,4.63,299,286.0,6.389999999999986,0.4200000000000017,-1.7799999999999994,13.0,-0.08000000000000007,0.0,0.07046757829730899,0.07046757829730899,0.0,0.005102474700229731,0.005102474700229731,0.0,-0.11588541666666663,-0.11588541666666663,0.002888888888888889,-0.0065,-0.0036111111111111105,0.003,0.0032000000000000028,0.006200000000000002,0,0,0.004791369385709579,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,276.41726122858086,22.582738771419145,22.582738771419145,-0.0065,0.011291369385709578,0,13.0
2013-04-29,94.5,82.147,13.71,290,4.38,290,299.0,-2.569999999999993,-0.5859999999999843,0.13000000000000078,-9.0,-0.25,0.0,-0.026475739157309053,-0.026475739157309053,0.0,-0.007083026120169533,-0.007083026120169533,0.0,0.009572901325478611,0.009572901325478611,0.002888888888888889,0.0045,0.007388888888888889,0.003,0.01,0.013000000000000001,0,0,0.00039436496929815207,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,298.2112700614037,-8.211270061403695,8.211270061403695,0.0045,0.004105635030701847,1,9.0
2013-05-28,95.01,84.1,14.48,281,4.21,281,290.0,0.5100000000000051,1.9529999999999887,0.7699999999999996,-9.0,-0.16999999999999993,0.0,0.005396825396825511,0.005396825396825511,0.0,0.02377445311453852,0.02377445311453852,0.0,0.05616338439095547,0.05616338439095547,0.002888888888888889,0.0045,0.007388888888888889,0.003,0.006799999999999997,0.009799999999999996,0,0,-0.003985103897835483,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,297.97020779567094,-16.970207795670945,16.970207795670945,0.0045,0.008485103897835484,0,9.0
2013-06-25,95.29,82.581,18.47,366,5.1,366,281.0,0.28000000000000114,-1.5189999999999912,3.9899999999999984,85.0,0.8899999999999997,0.0,0.0029470582043995552,0.0029470582043995552,0.0,-0.018061831153388774,-0.018061831153388774,0.0,0.2755524861878451,0.2755524861878451,0.002888888888888889,-0.0425,-0.03961111111111111,0.003,-0.035599999999999986,-0.03259999999999998,0,0,-0.019554566316852873,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,320.10913263370577,45.89086736629423,45.89086736629423,-0.0425,0.02294543368314713,1,85.0
2013-07-24,105.32,82.291,13.18,321,4.32,321,366.0,10.029999999999987,-0.29000000000000625,-5.289999999999999,-45.0,-0.7799999999999994,0.0,0.10525763458914872,0.10525763458914872,0.0,-0.0035117036606484575,-0.0035117036606484575,0.0,-0.28641039523551703,-0.28641039523551703,0.002888888888888889,0.0225,0.025388888888888888,0.003,0.031199999999999978,0.03419999999999998,0,0,0.02077056597318951,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,324.45886805362096,-3.458868053620961,3.458868053620961,0.0225,0.0017294340268104898,1,45.0
2013-08-21,103.81,81.21300000000001,15.94,345,4.53,345,321.0,-1.509999999999991,-1.0779999999999887,2.76,24.0,0.20999999999999996,0.0,-0.014337257880744358,-0.014337257880744358,0.0,-0.013099852960833935,-0.013099852960833935,0.0,0.2094081942336874,0.2094081942336874,0.002888888888888889,-0.012,-0.009111111111111111,0.003,-0.008399999999999998,-0.005399999999999998,0,0,-0.010477482290654705,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,341.9549645813094,3.0450354186905884,3.0450354186905884,-0.012,0.0015225177093452953,1,24.0
2013-09-19,106.39,80.372,13.16,326,4.32,326,345.0,2.5799999999999983,-0.8410000000000082,-2.7799999999999994,-19.0,-0.20999999999999996,0.0,0.024853097004142066,0.024853097004142066,0.0,-0.010355484959304606,-0.010355484959304606,0.0,-0.17440401505646175,-0.17440401505646175,0.002888888888888889,0.0095,0.012388888888888889,0.003,0.008399999999999998,0.011399999999999997,0,0,0.00809489768010724,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,328.8102046397855,-2.8102046397855247,2.8102046397855247,0.0095,0.00140510231989276,1,19.0
2013-10-17,100.67,79.649,13.48,328,4.36,328,326.0,-5.719999999999999,-0.722999999999999,0.3200000000000003,2.0,0.040000000000000036,0.0,-0.05376445154619791,-0.05376445154619791,0.0,-0.008995670133877476,-0.008995670133877476,0.0,0.024316109422492405,0.024316109422492405,0.002888888888888889,-0.001,0.0018888888888888892,0.003,-0.0016000000000000014,0.0013999999999999987,0,0,-0.004342922858883588,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,334.68584571776717,-6.685845717767165,6.685845717767165,-0.001,0.0033429228588835883,1,2.0
2013-11-14,93.76,81.023,12.37,334,4.22,334,328.0,-6.909999999999997,1.3739999999999952,-1.1100000000000012,6.0,-0.14000000000000057,0.0,-0.06864011125459424,-0.06864011125459424,0.0,0.01725068739092772,0.01725068739092772,0.0,-0.08234421364985167,-0.08234421364985167,0.002888888888888889,-0.003,-0.00011111111111111087,0.003,0.0056000000000000225,0.008600000000000023,0,0,-0.0019434766025812193,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,331.88695320516246,2.113046794837544,2.113046794837544,-0.003,0.0010565233974187808,1,6.0
2013-12-13,96.6,80.214,15.76,319,3.96,319,334.0,2.839999999999989,-0.8089999999999975,3.3900000000000006,-15.0,-0.2599999999999998,0.0,0.030290102389078477,0.030290102389078477,0.0,-0.009984819125433475,-0.009984819125433475,0.0,0.2740501212611157,0.2740501212611157,0.002888888888888889,0.0075,0.010388888888888888,0.003,0.01039999999999999,0.013399999999999992,0,0,-0.00564958247201371,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,345.29916494402744,-26.29916494402744,26.29916494402744,0.0075,0.01314958247201371,0,15.0
2014-01-14,92.59,80.66199999999999,12.28,311,3.78,311,319.0,-4.009999999999991,0.4479999999999933,-3.4800000000000004,-8.0,-0.18000000000000016,0.0,-0.04151138716356095,-0.04151138716356095,0.0,0.005585059964594574,0.005585059964594574,0.0,-0.2208121827411168,-0.2208121827411168,0.002888888888888889,0.004,0.006888888888888889,0.003,0.007200000000000006,0.010200000000000006,0,0,0.005184380851852686,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,308.6312382962946,2.3687617037053883,2.3687617037053883,0.004,0.0011843808518526861,1,8.0
2014-02-12,100.37,80.679,14.3,325,3.86,325,311.0,7.780000000000001,0.017000000000010118,2.0200000000000014,14.0,0.08000000000000007,0.0,0.08402635273787662,0.08402635273787662,0.0,0.00021075599414843715,0.00021075599414843715,0.0,0.16449511400651473,0.16449511400651473,0.002888888888888889,-0.007,-0.0041111111111111105,0.003,-0.0032000000000000028,-0.0002000000000000027,0,0,-0.005182904588059512,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,321.365809176119,3.6341908238809992,3.6341908238809992,-0.007,0.0018170954119404881,1,14.0
2014-03-13,98.2,79.62,16.22,336,3.76,336,325.0,-2.1700000000000017,-1.0589999999999975,1.9199999999999982,11.0,-0.10000000000000009,0.0,-0.02162000597788183,-0.02162000597788183,0.0,-0.013126092291674385,-0.013126092291674385,0.0,0.13426573426573407,0.13426573426573407,0.002888888888888889,-0.0055,-0.0026111111111111105,0.003,0.0040000000000000036,0.007000000000000004,0,0,-0.004632556590972,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,334.265113181944,1.7348868180559975,1.7348868180559975,-0.0055,0.0008674434090279997,1,11.0
2014-04-10,103.4,79.383,15.89,309,3.5,309,336.0,5.200000000000003,-0.23700000000000898,-0.3299999999999983,-27.0,-0.2599999999999998,0.0,0.05295315682281054,0.05295315682281054,0.0,-0.002976639035418338,-0.002976639035418338,0.0,-0.020345252774352507,-0.020345252774352507,0.002888888888888889,0.0135,0.01638888888888889,0.003,0.01039999999999999,0.013399999999999992,0,0,0.004003963016277626,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,327.99207396744475,-18.992073967444753,18.992073967444753,0.0135,0.009496036983722374,1,27.0
2014-05-09,99.99,79.903,12.92,302,3.47,302,309.0,-3.410000000000011,0.5200000000000102,-2.9700000000000006,-7.0,-0.029999999999999805,0.0,-0.03297872340425545,-0.03297872340425545,0.0,0.006550520892382616,0.006550520892382616,0.0,-0.18691000629326626,-0.18691000629326626,0.002888888888888889,0.0035,0.006388888888888889,0.003,0.001199999999999992,0.004199999999999992,0,0,0.0025250466249963134,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,303.94990675000736,-1.949906750007358,1.949906750007358,0.0035,0.0009749533750036867,1,7.0
2014-06-09,104.41,80.653,11.15,266,3.35,266,302.0,4.420000000000002,0.75,-1.7699999999999996,-36.0,-0.1200000000000001,0.0,0.0442044204420442,0.0442044204420442,0.0,0.009386380986946774,0.009386380986946774,0.0,-0.13699690402476772,-0.13699690402476772,0.002888888888888889,0.018,0.020888888888888887,0.003,0.004800000000000004,0.007800000000000004,0,0,0.004547822208268782,0,0.03696396344654756,-0.10049090550903447,-0.03233776198767577,0.296899123742538,292.90435558346246,-26.90435558346246,26.90435558346246,0.018,0.013452177791731216,1,36.0
