Date,x1,x2,x3,x4,x5,y1
11/13/2008,911.29,58.24,86.938,3.857,59.83,919
11/14/2008,873.29,57.04,86.365,3.737,66.31,920
11/17/2008,850.75,54.95,86.807,3.65,69.15,932
11/18/2008,859.12,54.39,87.372,3.531,67.64,945
11/19/2008,806.58,53.62,87.312,3.322,74.26,961
11/20/2008,752.44,49.62,87.969,3.015,80.86,985
11/21/2008,800.03,49.03,88.191,3.199,72.67,987
11/24/2008,851.81,53.5,86.081,3.325,64.7,966
11/25/2008,857.39,49.87,85,3.11,60.9,960
11/26/2008,887.68,54.44,85.667,2.98,54.92,957
11/28/2008,896.24,54.43,86.517,2.922,55.28,958
12/1/2008,816.21,49.28,86.724,2.733,68.51,979
12/2/2008,848.81,46.96,86.702,2.674,62.98,983
12/3/2008,870.74,46.79,87.03,2.66,60.72,980
12/4/2008,845.22,43.67,86.444,2.553,63.64,985
12/5/2008,876.07,40.81,87.121,2.705,59.93,980
12/8/2008,909.7,43.71,85.56,2.74,58.49,973
12/9/2008,888.67,42.07,85.837,2.642,58.91,967
12/10/2008,899.24,43.52,85.484,2.684,55.73,957
12/11/2008,873.59,47.98,83.834,2.604,55.78,955
12/12/2008,879.73,46.28,83.644,2.572,54.28,952
12/15/2008,868.57,44.51,82.27,2.514,56.76,953
12/16/2008,913.18,43.6,80.683,2.257,52.37,956
12/17/2008,904.42,40.06,78.908,2.193,49.84,940
12/18/2008,885.28,36.22,79.467,2.08,47.34,931
12/19/2008,887.88,33.87,81.298,2.125,44.93,920
12/22/2008,871.63,31.41,81.093,2.172,44.56,918
12/23/2008,863.16,33.48,81.241,2.175,45.02,912
12/24/2008,868.15,32.35,81.214,2.184,44.21,910
12/26/2008,872.8,32.35,80.892,2.133,43.38,912
12/29/2008,869.42,40.02,80.685,2.1,43.9,909
12/30/2008,890.64,39.03,80.899,2.055,41.63,907
12/31/2008,903.25,44.6,81.308,2.214,40,876
1/2/2009,931.8,46.34,81.839,2.371,39.19,864
1/5/2009,927.45,48.81,82.637,2.483,39.08,857
1/6/2009,934.7,48.58,82.85,2.447,38.56,844
1/7/2009,906.65,42.63,82.275,2.496,43.39,837
1/8/2009,909.73,41.7,81.536,2.441,42.56,842
1/9/2009,890.35,40.83,82.663,2.392,42.82,840
1/12/2009,870.26,37.59,83.019,2.306,45.84,842
1/13/2009,871.79,37.78,84.265,2.294,43.27,840
1/14/2009,842.62,37.28,84.419,2.201,49.14,848
1/15/2009,843.74,35.4,84.44,2.207,51,849
1/16/2009,850.12,36.51,84.212,2.32,46.11,838
1/20/2009,805.22,38.74,86.216,2.379,56.65,839
1/21/2009,840.24,42.25,85.817,2.538,46.42,830
1/22/2009,827.5,42.27,85.52,2.594,47.29,821
1/23/2009,831.95,45.47,85.608,2.619,47.27,819
1/26/2009,836.57,45.73,84.727,2.643,45.69,812
1/27/2009,845.71,41.58,84.426,2.529,42.25,811
1/28/2009,874.09,42.16,84.672,2.668,39.66,795
1/29/2009,845.14,41.44,85.277,2.86,42.63,781
1/30/2009,825.88,41.68,85.999,2.842,44.84,781
2/2/2009,825.44,40.08,86.073,2.724,45.52,794
2/3/2009,838.51,40.78,85.05,2.886,43.06,785
2/4/2009,832.23,40.32,85.702,2.937,43.85,781
2/5/2009,845.85,41.17,86.057,2.914,43.73,785
2/6/2009,868.6,40.17,85.346,2.994,43.37,776
2/9/2009,869.89,39.56,84.792,2.986,43.64,769
2/10/2009,827.16,37.55,85.807,2.815,46.67,782
2/11/2009,833.74,35.94,85.776,2.755,44.53,791
2/12/2009,835.19,33.98,86.547,2.788,41.25,798
2/13/2009,826.84,37.51,86.041,2.891,42.93,792
2/17/2009,789.17,34.93,87.581,2.65,48.66,816
2/18/2009,788.42,34.62,88.007,2.757,48.46,812
2/19/2009,778.94,39.48,87.439,2.855,47.08,796
2/20/2009,770.05,39.44,86.488,2.79,49.3,809
2/23/2009,743.33,37.54,87.24,2.755,52.62,809
2/24/2009,773.14,39.11,86.895,2.797,45.49,806
2/25/2009,764.9,41.7,87.906,2.928,44.67,798
2/26/2009,752.83,45.22,87.727,2.993,44.66,798
2/27/2009,735.09,44.76,88.008,3.015,46.35,795
3/2/2009,700.82,40.15,88.94,2.864,52.65,800
3/3/2009,696.33,41.65,88.91,2.879,50.93,804
3/4/2009,712.87,45.38,88.577,2.976,47.56,798
3/5/2009,682.55,43.61,89.105,2.813,50.17,812
3/6/2009,683.38,45.52,88.512,2.874,49.33,812
3/9/2009,676.53,47.07,89.009,2.861,49.68,812
3/10/2009,719.6,45.71,88.927,3.006,44.37,801
3/11/2009,721.36,42.33,87.868,2.907,43.61,799
3/12/2009,750.74,47.03,87.66,2.855,41.18,796
3/13/2009,756.55,46.25,87.428,2.892,42.36,788
3/16/2009,753.89,47.35,86.946,2.955,43.74,779
3/17/2009,778.12,49.16,86.933,3.008,40.8,777
3/18/2009,794.35,48.14,84.595,2.535,40.06,798
3/19/2009,784.04,51.61,83.129,2.604,43.68,784
3/20/2009,768.54,51.06,83.841,2.636,45.89,780
3/23/2009,822.92,53,83.426,2.654,43.23,770
3/24/2009,806.12,53.48,83.858,2.703,42.93,768
3/25/2009,813.88,52.17,83.808,2.786,42.25,759
3/26/2009,832.86,54.34,84.165,2.741,40.36,757
3/27/2009,815.94,52.38,85.111,2.759,41.04,756
3/30/2009,787.53,48.41,85.869,2.714,45.54,760
3/31/2009,797.87,49.66,85.43,2.665,44.14,760
4/1/2009,811.08,48.39,85.503,2.656,42.28,759
4/2/2009,834.38,52.64,84.446,2.768,42.04,743
4/3/2009,842.5,52.51,84.165,2.887,39.7,726
4/6/2009,835.48,51.05,84.571,2.924,40.93,711
4/7/2009,815.55,49.15,85.288,2.898,40.39,712
4/8/2009,825.16,49.38,85.361,2.858,38.85,711
4/9/2009,856.56,52.24,85.786,2.923,36.53,699
4/13/2009,858.73,50.05,84.635,2.86,37.81,703
4/14/2009,841.5,49.41,84.642,2.786,37.67,700
4/15/2009,852.06,49.25,85.081,2.766,36.17,696
4/16/2009,865.3,49.98,85.227,2.832,35.79,682
4/17/2009,869.6,50.33,85.981,2.947,33.94,670
4/20/2009,832.39,45.88,86.637,2.838,39.18,684
4/21/2009,850.08,46.51,86.579,2.899,37.14,682
4/22/2009,843.55,47.45,86.191,2.942,38.1,674
4/23/2009,851.92,48.82,85.517,2.921,37.15,677
4/24/2009,866.23,50.8,84.714,2.992,36.82,668
4/27/2009,857.51,50.14,85.696,2.91,38.32,673
4/28/2009,855.16,49.92,85.158,3.009,37.95,665
4/29/2009,873.64,50.97,84.474,3.109,36.08,652
4/30/2009,872.81,51.12,84.614,3.121,36.5,639
5/1/2009,877.52,53.2,84.546,3.155,35.3,634
5/4/2009,907.24,54.47,83.97,3.153,34.53,629
5/5/2009,903.8,53.84,84.157,3.161,33.36,618
5/6/2009,919.53,56.34,83.803,3.163,32.45,606
5/7/2009,907.39,56.71,83.941,3.339,33.44,587
5/8/2009,929.23,58.63,82.529,3.287,32.05,582
5/11/2009,909.24,58.5,82.678,3.167,32.87,590
5/12/2009,908.35,58.85,82.306,3.175,31.8,587
5/13/2009,883.92,58.02,82.499,3.121,33.65,593
5/14/2009,893.07,58.62,82.279,3.09,31.37,591
5/15/2009,882.88,56.34,83.024,3.136,33.12,587
5/18/2009,909.71,59.03,82.667,3.232,30.24,579
5/19/2009,908.13,59.65,81.978,3.245,28.8,570
5/20/2009,903.47,61.44,80.985,3.193,29.03,566
5/21/2009,888.33,60.55,80.558,3.366,31.35,556
5/22/2009,887,61.02,79.958,3.451,32.63,550
5/26/2009,910.33,62.45,80.131,3.549,30.62,544
5/27/2009,893.06,63.45,80.332,3.74,32.36,530
5/28/2009,906.83,65.08,80.433,3.614,31.67,533
5/29/2009,919.14,66.31,79.348,3.461,28.92,535
6/1/2009,942.87,68.58,79.171,3.675,30.04,508
6/2/2009,944.74,68.55,78.404,3.615,29.63,510
6/3/2009,931.76,66.12,79.5,3.542,31.02,511
6/4/2009,942.46,68.81,79.414,3.712,30.18,500
6/5/2009,940.09,68.44,80.67,3.83,29.62,485
6/8/2009,939.14,68.09,80.909,3.876,29.77,485
6/9/2009,942.43,70.01,79.787,3.858,28.27,486
6/10/2009,939.15,71.33,80.329,3.948,28.46,480
6/11/2009,944.89,72.68,79.41,3.856,28.11,482
6/12/2009,946.21,72.04,80.142,3.794,28.15,485
6/15/2009,923.72,70.62,81.14,3.713,30.81,490
6/16/2009,911.97,70.47,80.709,3.661,32.68,491
6/17/2009,910.71,71.03,80.169,3.69,31.54,501
6/18/2009,918.37,71.37,80.609,3.83,30.03,489
6/19/2009,921.23,69.55,80.264,3.783,27.99,491
6/22/2009,893.04,66.93,80.783,3.683,31.17,503
6/23/2009,895.1,68.74,79.841,3.623,30.58,508
6/24/2009,900.94,68.14,80.556,3.687,29.05,503
6/25/2009,920.26,69.63,80.403,3.542,26.36,507
6/26/2009,918.9,69.16,79.878,3.538,25.93,506
6/29/2009,927.23,71.49,79.835,3.479,25.35,501
6/30/2009,919.32,69.89,80.133,3.535,26.35,485
7/1/2009,923.33,69.31,79.634,3.538,26.22,483
7/2/2009,896.42,66.73,80.151,3.496,27.95,484
7/6/2009,898.72,64.05,80.454,3.508,29,488
7/7/2009,881.03,62.93,80.621,3.456,30.85,488
7/8/2009,879.56,60.14,80.766,3.31,31.3,500
7/9/2009,882.68,60.41,79.864,3.405,29.78,489
7/10/2009,879.13,59.89,80.233,3.304,29.02,497
7/13/2009,901.05,59.69,80.126,3.352,26.31,493
7/14/2009,905.84,59.52,80.184,3.472,25.02,482
7/15/2009,932.68,61.54,79.316,3.606,25.89,469
7/16/2009,940.74,62.02,79.216,3.571,25.42,469
7/17/2009,940.38,63.56,79.347,3.645,24.34,460
7/20/2009,951.13,63.98,78.907,3.608,24.4,463
7/21/2009,954.58,64.72,78.927,3.484,23.87,464
7/22/2009,954.07,64.25,78.706,3.546,23.47,456
7/23/2009,976.29,66.01,78.803,3.657,23.43,440
7/24/2009,979.26,66.55,78.749,3.66,23.09,441
7/27/2009,982.18,68.38,78.626,3.721,24.28,433
7/28/2009,979.62,67.23,78.85,3.688,25.01,432
7/29/2009,975.15,63.35,79.63,3.66,25.61,432
7/30/2009,986.75,66.94,79.285,3.609,25.4,427
7/31/2009,987.48,69.45,78.347,3.481,25.92,426
8/3/2009,1002.63,71.58,77.639,3.635,25.56,410
8/4/2009,1005.65,71.42,77.765,3.687,24.89,400
8/5/2009,1002.72,71.97,77.517,3.748,24.9,391
8/6/2009,997.08,71.94,78.065,3.752,25.67,390
8/7/2009,1010.48,70.93,78.975,3.852,24.76,382
8/10/2009,1007.1,70.6,79.256,3.778,24.99,387
8/11/2009,994.35,69.45,79.176,3.67,25.99,394
8/12/2009,1005.81,70.16,78.79,3.719,25.45,395
8/13/2009,1012.73,70.52,78.489,3.6,24.71,402
8/14/2009,1004.09,67.51,78.885,3.571,24.27,403
8/17/2009,979.73,66.75,79.292,3.47,27.89,411
8/18/2009,989.67,69.19,78.937,3.511,26.18,407
8/19/2009,996.46,72.42,78.469,3.454,26.26,410
8/20/2009,1007.37,72.54,78.384,3.433,25.09,410
8/21/2009,1026.13,73.29,78.044,3.567,25.01,397
8/24/2009,1025.57,73.82,78.271,3.477,25.14,402
8/25/2009,1028,71.55,78.243,3.437,24.92,402
8/26/2009,1028.12,71.43,78.661,3.435,24.95,403
8/27/2009,1030.98,72.49,78.009,3.455,24.68,399
8/28/2009,1028.93,72.74,78.366,3.447,24.76,399
8/31/2009,1020.63,69.96,78.172,3.399,26.01,398
9/1/2009,998.04,68.05,78.76,3.364,29.15,395
9/2/2009,994.75,68.05,78.376,3.307,28.9,405
9/3/2009,1003.24,67.96,78.465,3.346,27.1,401
9/4/2009,1016.4,68.02,78.136,3.44,25.26,391
9/8/2009,1025.39,71.1,77.323,3.484,25.62,385
9/9/2009,1033.37,71.31,77.09,3.473,24.32,382
9/10/2009,1044.14,71.94,76.817,3.349,23.55,387
9/11/2009,1042.73,69.29,76.608,3.349,24.15,381
9/14/2009,1049.34,68.86,76.695,3.423,23.86,373
9/15/2009,1052.63,70.93,76.544,3.456,23.42,365
9/16/2009,1068.76,72.51,76.236,3.471,23.69,352
9/17/2009,1065.48,72.47,76.188,3.385,23.65,355
9/18/2009,1068.3,72.04,76.425,3.465,23.92,347
9/21/2009,1064.66,69.71,76.776,3.482,24.06,346
9/22/2009,1071.66,71.55,76.118,3.446,23.08,348
9/23/2009,1060.87,68.77,76.047,3.42,23.49,349
9/24/2009,1050.78,65.72,76.9,3.383,24.95,354
9/25/2009,1044.38,65.87,76.812,3.32,25.61,357
9/28/2009,1062.98,66.84,77.051,3.282,24.88,360
9/29/2009,1060.61,66.71,77.124,3.292,25.19,358
9/30/2009,1057.08,70.61,76.653,3.307,25.61,352
10/1/2009,1029.85,70.82,77.188,3.181,28.27,359
10/2/2009,1025.21,69.95,77.003,3.221,28.68,357
10/5/2009,1040.45,70.41,76.642,3.222,26.84,352
10/6/2009,1054.72,70.88,76.335,3.257,25.7,344
10/7/2009,1057.59,69.57,76.494,3.184,24.68,347
10/8/2009,1065.48,71.69,75.966,3.25,24.18,338
10/9/2009,1071.49,71.77,76.431,3.382,23.12,326
10/12/2009,1076.19,73.27,76.126,3.38,23.01,326
10/13/2009,1073.19,74.15,75.976,3.349,22.99,329
10/14/2009,1092.02,75.18,75.551,3.415,22.86,321
10/15/2009,1096.56,77.58,75.481,3.458,21.72,319
10/16/2009,1087.68,78.53,75.597,3.413,21.43,321
10/19/2009,1097.91,79.61,75.51,3.391,21.49,323
10/20/2009,1091.06,79.09,75.565,3.343,20.9,327
10/21/2009,1081.4,81.04,74.972,3.387,22.22,324
10/22/2009,1092.91,80.84,75.094,3.415,20.69,328
10/23/2009,1079.6,80.05,75.468,3.492,22.27,326
10/26/2009,1066.95,78.68,76.061,3.556,24.31,322
10/27/2009,1063.41,79.55,76.135,3.447,24.83,333
10/28/2009,1042.63,77.46,76.425,3.417,27.91,343
10/29/2009,1066.11,79.87,75.917,3.499,24.76,337
10/30/2009,1036.19,77,76.3,3.385,30.69,342
11/2/2009,1042.88,78.13,76.29,3.416,29.78,339
11/3/2009,1045.41,79.6,76.386,3.467,28.81,341
11/4/2009,1046.5,80.4,75.643,3.526,27.72,336
11/5/2009,1066.63,79.62,75.741,3.526,25.43,338
11/6/2009,1069.3,77.43,75.819,3.499,24.19,339
11/9/2009,1093.08,79.43,75.026,3.488,23.15,334
11/10/2009,1093.01,79.05,75.021,3.474,22.84,330
11/11/2009,1098.51,79.28,75.162,3.489,23.04,330
11/12/2009,1087.24,76.94,75.596,3.446,24.24,332
11/13/2009,1093.48,76.35,75.334,3.42,23.36,330
11/16/2009,1109.3,78.9,74.894,3.336,22.89,335
11/17/2009,1110.32,79.14,75.369,3.325,22.41,334
11/18/2009,1109.8,79.58,75.185,3.366,21.63,330
11/19/2009,1094.9,77.46,75.293,3.338,22.63,333
11/20/2009,1091.38,76.72,75.656,3.368,22.19,332
11/23/2009,1106.24,76.56,75.085,3.351,21.16,330
11/24/2009,1105.65,74.92,75.068,3.305,20.47,333
11/25/2009,1110.63,77.06,74.269,3.271,20.48,336
11/27/2009,1091.49,76.05,74.996,3.207,24.74,342
11/30/2009,1095.63,77.28,74.879,3.2,24.51,360
12/1/2009,1108.86,78.37,74.365,3.284,21.92,354
12/2/2009,1109.23,76.6,74.669,3.312,21.12,350
12/3/2009,1099.92,76.46,74.631,3.386,22.46,346
12/4/2009,1105.98,75.47,75.911,3.474,21.25,337
12/7/2009,1103.25,73.93,75.767,3.431,22.1,338
12/8/2009,1091.94,72.62,76.31,3.382,23.69,343
12/9/2009,1095.95,70.67,76.038,3.435,22.66,343
12/10/2009,1102.35,70.54,76.045,3.499,22.32,339
12/11/2009,1106.41,69.87,76.573,3.552,21.59,334
12/14/2009,1114.11,69.51,76.352,3.55,21.15,330
12/15/2009,1107.93,70.69,76.961,3.588,21.49,328
12/16/2009,1109.18,72.66,76.995,3.599,20.54,326
12/17/2009,1096.08,72.65,77.694,3.48,22.51,336
12/18/2009,1102.47,73.36,77.821,3.539,21.68,330
12/21/2009,1114.05,72.47,78.037,3.676,20.49,322
12/22/2009,1118.02,73.75,78.25,3.756,19.54,321
12/23/2009,1120.59,75.67,77.897,3.75,19.71,319
12/24/2009,1126.48,77.15,77.734,3.805,19.47,314
12/28/2009,1127.78,78.77,77.633,3.842,19.93,311
12/29/2009,1126.2,78.87,77.831,3.799,20.01,312
12/30/2009,1126.42,79.28,77.914,3.788,19.96,313
12/31/2009,1115.1,79.36,77.86,3.839,21.68,310
1/4/2010,1132.98,81.51,77.525,3.817,20.04,309
1/5/2010,1136.52,81.77,77.619,3.763,19.35,308
1/6/2010,1137.14,83.18,77.493,3.823,19.16,301
1/7/2010,1141.69,82.66,77.913,3.825,19.06,300
1/8/2010,1144.98,82.75,77.471,3.832,18.13,298
1/11/2010,1146.98,82.52,77.005,3.82,17.55,293
1/12/2010,1136.22,80.79,76.954,3.713,18.25,299
1/13/2010,1145.68,79.65,76.846,3.793,17.85,295
1/14/2010,1148.46,79.39,76.732,3.74,17.63,299
1/15/2010,1136.03,78,77.323,3.676,17.91,304
1/19/2010,1150.23,79.02,77.5,3.694,17.58,301
1/20/2010,1138.04,77.62,78.338,3.649,18.68,305
1/21/2010,1116.48,75.78,78.32,3.588,22.27,312
1/22/2010,1091.76,74.24,78.277,3.609,27.31,316
1/25/2010,1096.79,74.96,78.19,3.628,25.41,314
1/26/2010,1092.17,74.71,78.432,3.621,24.55,314
1/27/2010,1097.5,73.67,78.675,3.65,23.14,315
1/28/2010,1084.53,73.64,78.904,3.636,23.73,317
1/29/2010,1073.87,72.89,79.462,3.586,24.62,319
2/1/2010,1089.19,74.43,79.242,3.652,22.59,324
2/2/2010,1103.32,77.23,79.014,3.642,21.48,324
2/3/2010,1097.28,76.98,79.372,3.707,21.6,319
2/4/2010,1063.11,73.14,79.916,3.608,26.08,330
2/5/2010,1066.19,71.19,80.441,3.567,26.11,339
2/8/2010,1056.74,71.89,80.302,3.562,26.51,336
2/9/2010,1070.52,73.75,79.863,3.647,26,336
2/10/2010,1068.13,74.52,80.028,3.692,25.4,331
2/11/2010,1078.47,75.28,79.994,3.72,23.96,327
2/12/2010,1075.51,74.13,80.218,3.695,22.73,329
2/16/2010,1094.87,77.01,79.7,3.659,22.25,331
2/17/2010,1099.51,77.33,80.376,3.733,21.72,325
2/18/2010,1106.75,79.06,80.398,3.803,20.63,321
2/19/2010,1109.17,79.81,80.643,3.775,20.02,320
2/22/2010,1108.02,80.16,80.507,3.797,19.94,319
2/23/2010,1094.6,78.61,80.85,3.685,21.37,324
2/24/2010,1105.24,79.75,80.849,3.693,20.27,321
2/25/2010,1102.94,77.92,80.787,3.634,20.1,322
2/26/2010,1104.49,79.66,80.362,3.614,19.5,319
3/1/2010,1115.71,78.7,80.658,3.61,19.26,314
3/2/2010,1118.31,79.68,80.521,3.606,19.06,311
3/3/2010,1118.79,80.87,79.977,3.619,18.83,309
3/4/2010,1122.97,80.21,80.561,3.604,18.72,309
3/5/2010,1138.7,81.5,80.432,3.682,17.42,301
3/8/2010,1138.51,81.87,80.432,3.718,17.79,294
3/9/2010,1140.45,81.49,80.592,3.702,17.92,291
3/10/2010,1145.61,82.09,80.445,3.723,18.57,286
3/11/2010,1150.24,82.11,80.323,3.729,18.06,285
3/12/2010,1149.99,81.24,79.833,3.702,17.58,283
3/15/2010,1150.51,79.8,80.251,3.697,18,281
3/16/2010,1159.46,81.7,79.753,3.651,17.69,284
3/17/2010,1166.21,82.93,79.638,3.638,16.91,281
3/18/2010,1165.83,82.2,80.225,3.678,16.62,278
3/19/2010,1159.9,80.68,80.724,3.691,16.97,276
3/22/2010,1165.81,81.25,80.651,3.661,16.87,280
3/23/2010,1174.17,81.63,80.896,3.687,16.35,277
3/24/2010,1167.72,80.31,81.838,3.854,17.55,268
3/25/2010,1165.73,80.2,82.12,3.88,18.4,264
3/26/2010,1166.59,80,81.676,3.849,17.77,267
3/29/2010,1173.22,82.17,81.358,3.866,17.59,266
3/30/2010,1173.27,82.37,81.47,3.859,17.13,266
3/31/2010,1169.43,83.76,81.073,3.828,17.59,265
4/1/2010,1178.1,84.87,80.776,3.87,17.47,263
4/5/2010,1187.44,86.62,81.094,3.988,17.02,252
4/6/2010,1189.44,86.84,81.387,3.952,16.23,251
4/7/2010,1182.45,85.88,81.443,3.855,16.62,258
4/8/2010,1186.44,85.39,81.534,3.892,16.48,257
4/9/2010,1194.37,84.92,81.093,3.884,16.14,255
4/12/2010,1196.48,84.34,80.562,3.844,15.58,257
4/13/2010,1197.3,84.05,80.507,3.822,16.2,257
4/14/2010,1210.65,85.84,80.19,3.861,15.59,250
4/15/2010,1211.67,85.51,80.482,3.834,15.89,247
4/16/2010,1192.13,83.24,80.824,3.764,18.36,252
4/19/2010,1197.52,81.45,81,3.799,17.34,251
4/20/2010,1207.17,83.45,81.049,3.801,15.73,250
4/21/2010,1205.94,82.93,81.161,3.738,16.32,254
4/22/2010,1208.67,83.1,81.567,3.774,16.47,253
4/23/2010,1217.28,84.42,81.352,3.811,16.62,250
4/26/2010,1212.05,84.2,81.481,3.807,17.47,251
4/27/2010,1183.71,82.44,82.146,3.69,22.81,262
4/28/2010,1191.36,83.22,82.381,3.765,21.08,262
4/29/2010,1206.78,85.17,82.003,3.726,18.44,268
4/30/2010,1186.69,86.15,81.866,3.655,22.05,269
5/3/2010,1202.26,86.19,82.272,3.684,20.19,267
5/4/2010,1173.6,82.74,83.299,3.592,23.84,275
5/5/2010,1165.9,79.97,84.079,3.541,24.91,289
5/6/2010,1128.15,77.11,84.894,3.396,32.8,311
5/7/2010,1110.88,75.11,84.45,3.427,40.95,319
5/10/2010,1159.73,76.8,84.156,3.543,28.84,306
5/11/2010,1155.79,76.37,84.467,3.525,28.32,303
5/12/2010,1171.67,75.65,84.828,3.573,25.52,298
5/13/2010,1157.44,74.4,85.207,3.531,26.68,295
5/14/2010,1135.68,71.61,86.095,3.455,31.24,306
5/17/2010,1136.94,70.08,86.205,3.489,30.84,307
5/18/2010,1120.8,69.41,87.162,3.348,33.55,312
5/19/2010,1115.05,69.87,86.392,3.37,35.32,322
5/20/2010,1071.59,68.01,85.565,3.214,45.79,340
5/21/2010,1087.69,68.04,85.371,3.24,40.1,350
5/24/2010,1073.65,65.96,86.206,3.196,38.32,346
5/25/2010,1074.03,67.25,86.779,3.16,34.61,363
5/26/2010,1067.95,71.51,87.121,3.19,35.02,356
5/27/2010,1103.06,74.55,86.185,3.362,29.68,341
5/28/2010,1089.41,73.97,86.48,3.294,32.07,341
6/1/2010,1070.71,72.58,86.643,3.261,35.54,344
6/2/2010,1098.38,72.86,86.793,3.342,30.17,339
6/3/2010,1102.83,74.61,87.136,3.366,29.46,332
6/4/2010,1064.88,71.51,88.233,3.204,35.48,347
6/7/2010,1050.47,71.44,88.405,3.144,36.57,353
6/8/2010,1062,71.99,88.394,3.188,33.7,357
6/9/2010,1055.69,74.36,87.897,3.175,33.73,352
6/10/2010,1086.84,75.48,87.169,3.321,30.57,342
6/11/2010,1091.6,73.78,87.507,3.236,28.79,348
6/14/2010,1089.63,75.12,86.511,3.255,28.58,341
6/15/2010,1115.23,76.94,85.981,3.304,25.87,336
6/16/2010,1114.61,77.67,86.083,3.262,25.92,333
6/17/2010,1116.04,76.79,85.688,3.19,25.05,336
6/18/2010,1117.51,77.18,85.699,3.221,23.95,330
6/21/2010,1113.2,77.82,85.932,3.243,24.88,324
6/22/2010,1095.31,77.21,86.106,3.168,27.05,329
6/23/2010,1092.04,75.85,85.741,3.121,26.91,334
6/24/2010,1073.69,76.16,85.733,3.139,29.74,335
6/25/2010,1076.77,78.61,85.313,3.11,28.53,338
6/28/2010,1074.57,78.25,85.652,3.023,29,342
6/29/2010,1041.24,75.94,86.025,2.951,34.13,348
6/30/2010,1030.71,75.63,86.019,2.933,34.54,347
7/1/2010,1027.37,72.95,84.716,2.949,32.86,350
7/2/2010,1022.58,72.14,84.427,2.979,30.12,347
7/6/2010,1028.06,71.98,84.083,2.932,29.65,347
7/7/2010,1060.27,74.07,83.822,2.982,26.84,343
7/8/2010,1070.24,75.44,83.824,3.032,25.71,337
7/9/2010,1077.96,76.09,83.947,3.054,24.98,332
7/12/2010,1078.75,74.95,84.203,3.065,24.43,330
7/13/2010,1095.34,77.15,83.643,3.123,24.56,321
7/14/2010,1095.17,77.04,83.426,3.044,24.89,323
7/15/2010,1096.48,76.76,82.558,2.996,25.14,327
7/16/2010,1064.88,76.01,82.486,2.923,26.25,329
7/19/2010,1071.25,76.54,82.513,2.955,25.97,327
7/20/2010,1083.48,77.44,82.747,2.95,23.93,328
7/21/2010,1069.59,76.26,83.393,2.88,25.64,327
7/22/2010,1093.67,79.03,82.595,2.937,24.63,321
7/23/2010,1102.66,78.73,82.464,2.996,23.47,314
7/26/2010,1115.01,78.98,82.087,2.994,22.73,310
7/27/2010,1113.84,77.5,82.185,3.05,23.19,305
7/28/2010,1106.13,76.99,82.179,2.987,24.25,305
7/29/2010,1101.53,78.36,81.636,2.981,24.13,305
7/30/2010,1101.6,78.95,81.539,2.907,23.5,311
8/2/2010,1125.86,81.34,80.938,2.963,22.01,304
8/3/2010,1120.46,82.55,80.596,2.91,22.63,303
8/4/2010,1127.24,82.47,80.892,2.952,22.21,299
8/5/2010,1125.82,82.01,80.825,2.903,22.1,300
8/6/2010,1121.64,80.7,80.407,2.818,21.74,302
8/9/2010,1127.79,81.48,80.711,2.831,22.14,297
8/10/2010,1121.06,80.25,80.799,2.761,22.37,299
8/11/2010,1089.47,78.02,82.29,2.683,25.39,304
8/12/2010,1083.61,75.74,82.635,2.747,25.73,304
8/13/2010,1079.25,75.39,82.948,2.673,26.24,306
8/16/2010,1079.38,75.24,82.533,2.564,26.1,311
8/17/2010,1092.54,75.77,82.226,2.634,24.33,304
8/18/2010,1094.16,75.42,82.223,2.634,24.59,299
8/19/2010,1075.63,74.43,82.447,2.577,26.44,301
8/20/2010,1071.69,73.46,83.057,2.612,25.49,298
8/23/2010,1067.36,72.7,83.123,2.6,25.66,298
8/24/2010,1051.87,71.2,83.146,2.49,27.46,306
8/25/2010,1055.33,71.92,83.261,2.536,26.7,308
8/26/2010,1047.22,73.36,82.934,2.477,27.37,314
8/27/2010,1064.59,75.17,82.918,2.646,24.45,308
8/30/2010,1048.92,74.7,83.164,2.53,27.21,313
8/31/2010,1049.33,71.92,83.202,2.47,26.05,319
9/1/2010,1080.29,73.91,82.522,2.575,23.89,312
9/2/2010,1090.1,75.02,82.463,2.625,23.19,308
9/3/2010,1104.51,74.6,82.102,2.699,21.31,300
9/7/2010,1091.84,74.09,82.82,2.596,23.8,306
9/8/2010,1098.87,74.67,82.585,2.657,23.25,306
9/9/2010,1104.18,74.25,82.674,2.761,22.81,300
9/10/2010,1109.55,76.45,82.698,2.794,21.99,297
9/13/2010,1121.9,77.19,81.912,2.75,21.21,299
9/14/2010,1121.1,76.8,81.08,2.681,21.56,302
9/15/2010,1125.07,76.02,81.491,2.723,22.1,298
9/16/2010,1124.66,74.57,81.241,2.763,21.72,295
9/17/2010,1125.59,73.66,81.398,2.739,22.01,297
9/20/2010,1142.71,74.86,81.335,2.704,21.5,299
9/21/2010,1139.78,73.52,80.439,2.574,22.35,307
9/22/2010,1134.28,72.66,79.83,2.56,22.51,306
9/23/2010,1124.83,73.38,80.01,2.553,23.87,306
9/24/2010,1148.67,74.94,79.395,2.607,21.71,302
9/27/2010,1142.16,76.52,79.338,2.526,22.54,304
9/28/2010,1147.7,76.18,79.014,2.467,22.6,307
9/29/2010,1144.73,77.86,78.691,2.505,23.25,301
9/30/2010,1141.2,79.97,78.72,2.512,23.7,302
