Date,x1,x2,x3,x4,x5,y1
11/8/1999,1377.01,23.27,100.35,5.937,21.87,533
11/9/1999,1365.28,24.03,100.23,5.956,22.7,531
11/10/1999,1373.46,24.47,99.79,5.977,22.26,527
11/11/1999,1381.46,24.33,100.08,5.984,22.07,531
11/12/1999,1396.06,24.91,100.75,5.928,21.65,528
11/15/1999,1394.39,25.13,100.69,5.92,22.74,527
11/16/1999,1420.07,25.7,100.79,5.958,20.73,526
11/17/1999,1410.71,26.6,100.2,6.033,20.96,532
11/18/1999,1424.94,25.8,101,6.052,19.76,529
11/19/1999,1422,26.56,100.89,6.057,19.11,531
11/22/1999,1420.94,27.92,100.6,6.085,19.98,525
11/23/1999,1404.64,26.81,100.83,6.078,21,521
11/24/1999,1417.08,27.37,101.72,6.078,20.26,516
11/26/1999,1416.62,27.37,101.35,6.117,22.33,512
11/29/1999,1407.83,25.96,101.86,6.207,23.57,514
11/30/1999,1388.91,24.59,101.99,6.191,24.18,524
12/1/1999,1397.72,25,102.09,6.2,22.23,525
12/2/1999,1409.04,25.82,102.52,6.233,21.77,519
12/3/1999,1433.3,25.81,102.51,6.161,19.32,513
12/6/1999,1423.33,26.66,101.13,6.139,20.58,510
12/7/1999,1409.17,26.22,100.82,6.1,21.09,511
12/8/1999,1403.88,26.54,100.71,6.135,21.25,515
12/9/1999,1408.11,26.15,101.02,6.126,21.19,511
12/10/1999,1417.04,25.23,101.66,6.072,21.48,504
12/13/1999,1415.22,25.38,101.67,6.1,21.72,493
12/14/1999,1403.17,25.73,102.35,6.216,23.06,486
12/15/1999,1413.32,26.36,102.4,6.236,22.03,481
12/16/1999,1418.78,26.83,101.6,6.305,21.91,477
12/17/1999,1421.03,26.74,102.18,6.283,21.35,477
12/20/1999,1418.09,26.54,101.85,6.354,23.78,471
12/21/1999,1433.43,26.16,101.93,6.376,22.66,466
12/22/1999,1436.13,25.5,101.87,6.372,22.43,466
12/23/1999,1458.34,25.72,101.44,6.415,21.12,463
12/27/1999,1457.1,26.33,101.58,6.401,23.07,466
12/28/1999,1457.66,26.82,101.94,6.413,22.97,464
12/29/1999,1463.46,26.47,101.98,6.384,23.09,464
12/30/1999,1464.47,25.6,101.82,6.366,24.76,463
12/31/1999,1469.25,25.6,101.87,6.442,24.64,462
1/3/2000,1455.22,25.6,100.22,6.592,24.21,444
1/4/2000,1399.42,25.55,100.41,6.497,27.01,464
1/5/2000,1402.11,24.91,100.38,6.594,26.41,459
1/6/2000,1403.45,24.78,100.48,6.524,25.73,471
1/7/2000,1441.47,24.22,100.72,6.515,21.72,463
1/10/2000,1457.6,24.67,100.99,6.552,21.71,460
1/11/2000,1438.56,25.77,100.56,6.657,22.5,466
1/12/2000,1432.25,26.28,100.62,6.703,22.84,472
1/13/2000,1449.68,26.69,101,6.63,21.71,468
1/14/2000,1465.15,28.02,101.72,6.679,19.66,464
1/18/2000,1455.14,28.85,101.86,6.748,21.5,462
1/19/2000,1455.9,29.54,101.76,6.732,21.72,461
1/20/2000,1445.57,29.66,101.36,6.788,21.75,461
1/21/2000,1441.36,29.8,101.81,6.765,20.82,457
1/24/2000,1401.53,29.42,102.2,6.685,24.07,465
1/25/2000,1410.03,29.86,102.41,6.692,23.02,463
1/26/2000,1404.09,27.84,102.44,6.664,23.03,461
1/27/2000,1398.56,27.32,103.17,6.692,23.54,464
1/28/2000,1360.16,27.22,104.48,6.658,26.14,477
1/31/2000,1394.46,27.64,105.13,6.665,24.95,483
2/1/2000,1409.28,28.22,104.92,6.619,23.45,484
2/2/2000,1409.12,27.56,104.79,6.573,23.12,486
2/3/2000,1424.97,28.03,103.8,6.489,22.01,483
2/4/2000,1424.37,28.82,104.29,6.549,21.54,463
2/7/2000,1424.24,28.45,104.64,6.639,22.79,449
2/8/2000,1441.72,28.02,104.22,6.613,21.25,449
2/9/2000,1411.7,28.77,103.5,6.66,22.9,447
2/10/2000,1416.83,29.44,104.13,6.671,23.07,439
2/11/2000,1387.12,29.44,104.1,6.604,24.42,443
2/14/2000,1389.94,30.25,104.72,6.554,24.38,448
2/15/2000,1402.05,30.06,104.69,6.552,22.92,438
2/16/2000,1387.67,30.05,104.28,6.545,23.51,439
2/17/2000,1388.26,29.46,104.27,6.567,23.17,438
2/18/2000,1346.09,29.51,104.63,6.489,26,448
2/22/2000,1352.17,29.62,103.28,6.361,25.86,456
2/23/2000,1360.69,30.29,103.53,6.423,23.89,445
2/24/2000,1353.43,30.32,104.01,6.365,24.38,449
2/25/2000,1333.36,30.23,105.26,6.327,25.2,444
2/28/2000,1348.05,30.13,105.27,6.422,24.68,440
2/29/2000,1366.42,30.43,105.92,6.409,23.37,441
3/1/2000,1379.19,31.77,104.89,6.386,21.64,441
3/2/2000,1381.76,31.69,105.78,6.384,21.06,427
3/3/2000,1409.17,31.51,106,6.388,19.21,427
3/6/2000,1391.28,32.18,106.16,6.411,21.5,424
3/7/2000,1355.62,34.13,106.01,6.373,24.31,423
3/8/2000,1366.7,31.26,105.96,6.379,23.82,417
3/9/2000,1401.69,31.69,105.37,6.343,22.21,416
3/10/2000,1395.07,31.76,105.71,6.383,21.24,416
3/13/2000,1383.62,32.02,105.5,6.37,22.85,422
3/14/2000,1359.15,31.69,105.2,6.292,24.41,426
3/15/2000,1392.15,30.72,105.38,6.291,22.34,432
3/16/2000,1458.47,31.09,105.18,6.245,20.77,431
3/17/2000,1464.47,30.91,105.2,6.194,22.37,427
3/20/2000,1456.63,29.44,105.15,6.183,22.96,429
3/21/2000,1493.87,28,105.81,6.135,21.7,427
3/22/2000,1500.64,27.49,106.04,6.112,21.49,425
3/23/2000,1527.35,27.21,105.23,6.078,22.26,429
3/24/2000,1527.46,27.97,104.77,6.191,23.31,418
3/27/2000,1523.86,27.79,105.3,6.185,24.53,421
3/28/2000,1507.73,27.09,105.53,6.151,24.86,423
3/29/2000,1508.52,26.45,106.22,6.147,24.1,428
3/30/2000,1487.92,26.7,105.47,6.055,25.47,448
3/31/2000,1498.58,26.9,105.44,6.004,24.11,459
4/3/2000,1505.97,26.43,105.54,5.965,24.03,458
4/4/2000,1494.73,25.47,105.17,5.895,27.12,471
4/5/2000,1487.37,25.85,105.29,5.872,28.41,477
4/6/2000,1501.34,25.74,105.52,5.934,27.15,473
4/7/2000,1516.35,25.09,105.97,5.853,24.39,474
4/10/2000,1504.46,23.9,105.68,5.771,25.99,478
4/11/2000,1500.59,24.18,105.94,5.882,27.25,476
4/12/2000,1467.17,25.48,105.96,5.935,28.98,470
4/13/2000,1440.51,25.44,106.14,5.906,29.4,472
4/14/2000,1356.56,25.62,105.47,5.85,33.49,487
4/17/2000,1401.44,25.94,106.13,6.038,28.95,481
4/18/2000,1441.61,26.14,106.63,6.059,26.12,475
4/19/2000,1427.47,27.36,107.13,5.992,27.02,482
4/20/2000,1434.54,27.28,107.45,5.994,25.85,481
4/24/2000,1429.86,27.44,107.28,6.017,27.37,481
4/25/2000,1477.44,26.73,108.67,6.128,25.24,466
4/26/2000,1460.99,24.66,108.55,6.13,26.97,470
4/27/2000,1464.92,25.42,109.57,6.223,26.19,469
4/28/2000,1452.43,25.74,110.14,6.212,26.2,470
5/1/2000,1468.25,25.89,109.63,6.278,25.88,481
5/2/2000,1446.29,26.91,110.26,6.299,28.5,479
5/3/2000,1415.1,26.76,111.26,6.401,31.63,487
5/4/2000,1409.57,26.98,111.8,6.427,30.77,499
5/5/2000,1432.63,27.29,111.31,6.505,27.53,509
5/8/2000,1424.17,28.09,111.45,6.56,28.2,514
5/9/2000,1412.14,28.67,110.75,6.529,28.93,521
5/10/2000,1383.05,28.12,110.8,6.42,29.87,536
5/11/2000,1407.81,29.13,111.52,6.409,27.76,536
5/12/2000,1420.96,29.64,109.9,6.512,26.05,539
5/15/2000,1452.36,29.94,110.56,6.446,24.86,537
5/16/2000,1466.04,29.74,111.31,6.424,24.34,533
5/17/2000,1447.8,29.33,112.1,6.496,23.98,534
5/18/2000,1437.21,30.33,112.09,6.54,23.96,528
5/19/2000,1406.95,29.6,111.47,6.494,25.44,541
5/22/2000,1400.72,28.61,111.18,6.439,26,553
5/23/2000,1373.86,28.62,111.44,6.435,25.87,550
5/24/2000,1399.05,29.78,111.22,6.47,24.32,547
5/25/2000,1381.52,30.31,110.74,6.394,24.58,549
5/26/2000,1378.02,30,109.12,6.331,24.47,542
5/30/2000,1422.45,30.35,108.93,6.376,23.62,533
5/31/2000,1420.6,29.01,108.74,6.272,23.65,544
6/1/2000,1448.81,30.14,109.05,6.191,22.36,530
6/2/2000,1477.26,30.36,108.12,6.152,21.48,509
6/5/2000,1467.63,29.7,107.46,6.122,22.71,515
6/6/2000,1457.84,29.75,106.59,6.122,23.05,517
6/7/2000,1471.36,29.95,106.18,6.141,22.48,513
6/8/2000,1461.67,29.78,106.73,6.124,22.77,513
6/9/2000,1456.95,30.2,106.99,6.126,22.14,507
6/12/2000,1446,31.74,106.97,6.071,22.32,507
6/13/2000,1469.44,32.56,106.4,6.116,21.67,499
6/14/2000,1470.54,32.85,106.46,6.041,21.48,496
6/15/2000,1478.73,32.95,106.88,6.05,20.68,497
6/16/2000,1464.46,32.33,105.96,5.971,20.5,499
6/19/2000,1486,31.69,106.33,5.999,20.63,496
6/20/2000,1475.95,33.05,106.64,6.02,20.88,496
6/21/2000,1479.13,33.81,107.43,6.113,20.61,491
6/22/2000,1452.18,34.62,107.94,6.104,22,497
6/23/2000,1441.48,34.65,108.1,6.185,22.34,499
6/26/2000,1455.31,31.63,108.2,6.102,22.45,500
6/27/2000,1450.55,32.06,107.36,6.085,21.8,497
6/28/2000,1454.82,31.9,107.67,6.1,20.29,495
6/29/2000,1442.39,32.72,106.91,6.027,19.7,500
6/30/2000,1454.6,32.5,106.84,6.031,19.54,513
7/3/2000,1469.54,32.5,107.09,5.989,19.83,496
7/5/2000,1446.23,30.67,107.12,5.985,21.16,492
7/6/2000,1456.67,29.99,107.4,6.048,20.94,488
7/7/2000,1478.9,30.28,107.65,6.001,19.22,489
7/10/2000,1475.62,29.69,106.91,6.035,20.33,487
7/11/2000,1480.88,29.7,107.09,6.048,20.11,489
7/12/2000,1492.92,30.32,108.04,6.08,20.03,481
7/13/2000,1495.84,31.47,108.54,6.005,20.03,485
7/14/2000,1509.98,31.4,108.45,6.096,19.32,480
7/17/2000,1510.49,30.83,108.62,6.148,19.45,478
7/18/2000,1493.74,31.94,109.38,6.141,19.75,479
7/19/2000,1481.96,31.42,109.54,6.154,19.65,483
7/20/2000,1495.57,30.93,108.62,6.002,18.94,485
7/21/2000,1480.19,28.56,108.44,5.998,18.94,482
7/24/2000,1464.29,27.87,108.63,6.034,19.92,480
7/25/2000,1474.47,27.85,108.31,6.028,19.39,481
7/26/2000,1452.42,27.81,107.97,6.027,19.67,481
7/27/2000,1449.62,28.02,108.92,6,19.6,482
7/28/2000,1419.89,28.18,109.74,6.034,20.84,482
7/31/2000,1430.83,27.43,109.61,6.031,20.74,485
8/1/2000,1438.1,27.79,110.6,5.984,20.55,477
8/2/2000,1438.7,28.27,110.48,5.976,20,485
8/3/2000,1452.56,28.66,110.98,5.952,19.99,484
8/4/2000,1462.93,29.96,110.85,5.901,18.62,483
8/7/2000,1479.32,28.91,110.85,5.956,19.03,480
8/8/2000,1482.8,29.12,111.32,5.918,18.79,481
8/9/2000,1472.87,30.35,111.44,5.916,19.18,476
8/10/2000,1460.25,31.34,110.9,5.763,19.19,475
8/11/2000,1471.84,31.02,111.21,5.79,18.55,469
8/14/2000,1491.56,31.94,111.08,5.771,17.88,469
8/15/2000,1484.43,31.67,110.51,5.802,17.98,473
8/16/2000,1479.85,31.8,110.27,5.838,18.02,468
8/17/2000,1496.07,31.94,110.23,5.81,17.48,466
8/18/2000,1491.72,31.99,111.01,5.773,17.05,473
8/21/2000,1499.48,32.47,111.46,5.781,17.35,475
8/22/2000,1498.13,31.75,111.79,5.775,17.47,477
8/23/2000,1505.97,32.4,111.42,5.727,17.38,477
8/24/2000,1508.31,32.63,111.23,5.719,17.04,476
8/25/2000,1506.45,34.03,111.35,5.729,16.53,472
8/28/2000,1514.09,32.87,111.5,5.777,16.54,469
8/29/2000,1509.84,32.74,112.2,5.808,16.89,468
8/30/2000,1502.59,33.32,112.14,5.8,17.69,468
8/31/2000,1517.68,33.12,112.6,5.725,16.84,479
9/1/2000,1520.77,33.38,111.42,5.679,17.53,477
9/5/2000,1507.08,33.83,112.32,5.689,19.82,477
9/6/2000,1492.25,34.9,114.17,5.724,20.79,473
9/7/2000,1502.51,35.39,113.65,5.752,19.42,476
9/8/2000,1494.5,33.63,114.34,5.739,18.46,480
9/11/2000,1489.26,35.14,115.53,5.766,18.4,482
9/12/2000,1481.99,34.28,115.17,5.772,18.59,482
9/13/2000,1484.91,33.82,115.34,5.724,18.32,487
9/14/2000,1480.87,34.07,115.21,5.785,18.26,483
9/15/2000,1465.81,35.93,116.1,5.84,18.52,487
9/18/2000,1444.51,36.89,116.03,5.871,20.25,502
9/19/2000,1459.9,36.52,116.11,5.852,19.54,504
9/20/2000,1451.34,37.21,116.28,5.897,19.93,503
9/21/2000,1449.05,34.37,115.27,5.823,20.18,506
9/22/2000,1448.72,32.6,113.82,5.848,20.74,505
9/25/2000,1439.03,31.62,113.89,5.837,21.41,501
9/26/2000,1427.21,31.5,113.13,5.802,21.88,504
9/27/2000,1426.57,31.46,113.11,5.821,21.67,497
9/28/2000,1458.29,30.34,113.31,5.812,19.47,493
9/29/2000,1436.51,30.84,113.25,5.802,20.57,495
10/2/2000,1436.23,32.18,113.79,5.823,21.23,501
10/3/2000,1426.46,32.07,114.22,5.867,21.85,496
10/4/2000,1434.32,31.43,114.17,5.886,21.54,493
10/5/2000,1436.28,30.53,114.74,5.852,21.03,495
10/6/2000,1408.99,30.86,114.85,5.812,22.71,503
10/9/2000,1402.03,31.86,114.81,5.823,24.02,507
10/10/2000,1387.02,33.18,114.36,5.772,24.86,508
10/11/2000,1364.59,33.25,114.49,5.774,26.57,511
10/12/2000,1329.78,36.06,114.97,5.709,30.51,525
10/13/2000,1374.17,34.99,115.86,5.724,27.6,536
10/16/2000,1374.62,32.92,116.34,5.732,26.79,533
10/17/2000,1349.97,32.99,115.89,5.673,27.84,550
10/18/2000,1342.13,33.48,117.33,5.667,28.72,559
10/19/2000,1388.76,32.91,116.94,5.655,25.09,553
10/20/2000,1396.93,33.75,117.16,5.632,24.24,563
10/23/2000,1395.78,34.91,117.54,5.584,24.69,570
10/24/2000,1398.13,34.12,117.42,5.615,24.28,574
10/25/2000,1364.9,33.56,118.58,5.684,26.65,580
10/26/2000,1364.44,33.71,118.4,5.69,28.62,574
10/27/2000,1379.58,32.74,117.39,5.713,26.47,569
10/30/2000,1398.66,32.81,117.25,5.732,25.46,564
10/31/2000,1429.4,32.7,116.65,5.751,23.63,574
11/1/2000,1421.22,33.25,115.56,5.742,24.28,564
11/2/2000,1428.32,32.54,115.61,5.738,23.92,559
11/3/2000,1426.69,32.71,114.97,5.827,23.67,563
11/6/2000,1432.19,32.86,115.59,5.855,24.52,569
11/7/2000,1431.87,33.4,115.61,5.866,24.91,573
11/8/2000,1409.28,33.24,116.17,5.855,25.66,589
11/9/2000,1400.14,33.92,115.34,5.825,27.2,590
11/10/2000,1365.98,34.02,115.79,5.783,28.53,582
11/13/2000,1351.26,34.47,115.7,5.766,29.06,578
11/14/2000,1382.95,34.87,116.22,5.753,26.81,573
11/15/2000,1389.81,35.58,116.39,5.731,26.15,567
11/16/2000,1372.32,35.12,116.93,5.669,25.05,570
11/17/2000,1367.72,35.45,117.31,5.704,24.81,573
11/20/2000,1342.62,36.12,117.35,5.677,27.43,567
11/21/2000,1347.35,35.76,117.95,5.652,26.62,567
11/22/2000,1322.36,36,117.85,5.624,27.71,577
11/24/2000,1341.77,36,118.48,5.624,26,577
11/27/2000,1348.97,35.38,117.1,5.624,26.93,577
11/28/2000,1336.09,34.22,116.63,5.582,27.64,587
11/29/2000,1341.91,34.63,116.61,5.524,27.49,585
11/30/2000,1314.95,33.82,115.24,5.468,29.65,608
12/1/2000,1315.23,32.02,114.73,5.503,27.48,598
12/4/2000,1324.97,31.22,113.71,5.551,27.78,603
12/5/2000,1376.54,29.53,114.47,5.416,24.99,596
12/6/2000,1351.46,29.85,113.31,5.326,25.07,595
12/7/2000,1343.55,29.35,113.44,5.309,25.34,596
12/8/2000,1369.89,28.44,114.05,5.299,22.41,587
12/11/2000,1380.2,29.5,114.29,5.362,23.51,583
12/12/2000,1371.18,29.68,114.26,5.346,24.88,587
12/13/2000,1359.99,28.74,114.71,5.258,23.63,592
12/14/2000,1340.93,27.99,113.38,5.213,24.86,595
12/15/2000,1312.15,28.87,112.9,5.18,26.55,595
12/18/2000,1322.74,29.76,112.86,5.17,27.7,590
12/19/2000,1305.6,29.33,113.21,5.188,27.17,580
12/20/2000,1264.74,25.97,111.89,5.037,31.74,583
12/21/2000,1274.86,25.98,111.51,5.025,29.66,587
12/22/2000,1305.97,26.06,110.82,5.006,27.55,586
12/26/2000,1315.19,26.64,110.31,5.036,28.73,585
12/27/2000,1328.92,26.47,110.21,5.104,28.14,578
12/28/2000,1334.22,25.85,110.38,5.118,26.57,575
12/29/2000,1320.28,26.8,109.56,5.112,26.85,573
1/2/2001,1283.27,27.21,108.61,4.916,29.99,589
1/3/2001,1347.56,28,110.17,5.158,26.6,570
1/4/2001,1333.34,28.14,108.81,5.039,26.97,568
1/5/2001,1298.35,27.95,108.42,4.931,28.67,568
1/8/2001,1295.86,27.32,108.86,4.956,29.84,572
1/9/2001,1300.8,27.64,109.52,5,27.99,565
1/10/2001,1313.27,29.48,109.86,5.104,26.8,560
1/11/2001,1326.82,29.41,109.01,5.11,25.79,553
1/12/2001,1318.32,30.05,109.27,5.25,24.56,545
1/16/2001,1326.65,30.29,110.11,5.23,25.28,550
1/17/2001,1329.47,29.6,110.67,5.175,24.93,548
1/18/2001,1347.97,29.78,109.94,5.114,23.37,550
1/19/2001,1342.54,32.19,110.67,5.168,23.24,540
1/22/2001,1342.9,32.19,110.14,5.225,23.25,537
1/23/2001,1360.4,31.32,110.34,5.281,21.57,530
1/24/2001,1364.3,31.2,111.81,5.305,22.03,530
1/25/2001,1357.51,31.56,111.41,5.245,22.64,531
1/26/2001,1354.95,29.77,111.46,5.268,22.57,525
1/29/2001,1364.17,29.06,111.92,5.303,22.61,516
1/30/2001,1373.73,29.06,111,5.229,22.57,518
1/31/2001,1366.01,28.66,110.52,5.114,22.02,540
2/1/2001,1373.47,29.82,109.93,5.086,21.66,522
2/2/2001,1349.47,31.19,110.32,5.148,21.95,522
2/5/2001,1354.31,30.55,109.95,5.167,22.19,528
2/6/2001,1352.26,30.35,110.7,5.183,21.98,526
2/7/2001,1340.89,31.27,111.13,5.187,21.67,532
2/8/2001,1332.53,31.59,112.08,5.089,21.46,526
2/9/2001,1314.76,31.03,111.52,5.03,22.03,528
2/12/2001,1330.31,30.51,111.19,5.046,21.92,525
2/13/2001,1318.8,30.36,112.01,5.07,21.37,522
2/14/2001,1315.92,29.71,112.04,5.164,21.52,520
2/15/2001,1326.61,28.8,113.2,5.166,20.27,513
2/16/2001,1301.53,29.16,112.26,5.109,22.12,521
2/20/2001,1278.94,28.58,112.82,5.105,24.69,535
2/21/2001,1255.27,28.25,113.02,5.139,25.75,551
2/22/2001,1252.82,28.57,113.34,5.156,26.76,546
2/23/2001,1245.86,28.82,112.03,5.097,27.21,552
2/26/2001,1267.65,28.69,112.77,5.034,25.43,550
2/27/2001,1257.94,28.14,112.34,4.952,26.49,555
2/28/2001,1239.94,27.4,112.01,4.896,28.35,554
3/1/2001,1241.23,27.63,111.28,4.874,28.08,551
3/2/2001,1234.18,27.85,111.17,4.947,27.43,539
3/5/2001,1241.41,28.61,111.54,4.976,27.12,532
3/6/2001,1253.8,28.33,111.12,4.971,25.89,531
3/7/2001,1261.89,29.01,111.83,4.899,24.12,530
3/8/2001,1264.74,28.41,111.49,4.889,24.29,536
3/9/2001,1233.42,28.05,111.44,4.929,25.62,532
3/12/2001,1180.16,28.04,111.97,4.891,30.32,539
3/13/2001,1197.66,27.65,113.11,4.929,27.55,539
3/14/2001,1166.71,26.42,113.7,4.818,29.61,548
3/15/2001,1173.56,26.58,114.71,4.786,28.56,558
3/16/2001,1150.53,26.76,115.32,4.77,29.91,565
3/19/2001,1170.81,26.17,115.2,4.813,29.78,572
3/20/2001,1142.62,25.96,114.11,4.758,30.96,575
3/21/2001,1122.14,26.43,115.53,4.778,31.93,574
3/22/2001,1117.58,26.19,116.3,4.756,32.84,597
3/23/2001,1139.83,26.97,115.94,4.815,30.45,599
3/26/2001,1152.69,27.48,115.21,4.869,29.04,582
3/27/2001,1182.17,27.75,115.4,5.011,27.04,568
3/28/2001,1153.29,26.33,116.01,4.975,28.58,567
3/29/2001,1147.95,26.33,116.61,4.997,29.17,576
3/30/2001,1160.33,26.3,117.37,4.917,28.64,580
4/2/2001,1145.87,25.6,117.34,4.977,31.21,583
4/3/2001,1106.46,26.2,115.63,4.929,34.72,587
4/4/2001,1103.25,27.13,115.08,4.914,34.07,586
4/5/2001,1151.44,27.27,115.47,4.973,29.94,576
4/6/2001,1128.43,27.07,114.75,4.89,31.69,577
4/9/2001,1137.59,27.28,115.21,4.932,31.91,570
4/10/2001,1168.38,28.49,116.02,5.083,29.44,556
4/11/2001,1165.89,28.18,116.13,5.119,28.46,560
4/12/2001,1183.5,28.25,115.54,5.169,26.12,559
4/16/2001,1179.68,28.79,116.18,5.254,26.33,560
4/17/2001,1191.81,28.25,116.36,5.225,25.61,565
4/18/2001,1238.16,27.95,116.19,5.146,24.13,566
4/19/2001,1253.7,27.82,114.61,5.294,24.16,569
4/20/2001,1242.98,27.28,114.32,5.288,25.38,593
4/23/2001,1224.36,26.83,114.77,5.177,28.16,627
4/24/2001,1209.47,25.06,115.23,5.209,28.49,616
4/25/2001,1228.75,25.79,115,5.256,27.4,609
4/26/2001,1234.52,28.44,114.46,5.192,25.96,605
4/27/2001,1253.05,28.27,115.62,5.328,24.02,578
4/30/2001,1249.46,28.46,115.76,5.338,25.48,594
5/1/2001,1266.44,28.94,115.3,5.292,24.2,583
5/2/2001,1267.43,27.8,115.16,5.288,24.23,587
5/3/2001,1248.58,28.45,115.38,5.205,25.78,581
5/4/2001,1266.61,28.36,114.93,5.205,23.91,577
5/7/2001,1263.51,27.77,115.32,5.197,24.86,571
5/8/2001,1261.2,27.39,116.08,5.245,24.44,572
5/9/2001,1255.54,28.23,116.05,5.174,24.35,576
5/10/2001,1255.18,28.52,116.37,5.295,24,565
5/11/2001,1245.67,28.55,116.84,5.447,23.54,565
5/14/2001,1248.92,28.71,117.14,5.441,24.26,577
5/15/2001,1249.44,28.98,116.77,5.512,23.71,569
5/16/2001,1284.99,28.86,116.2,5.445,21.89,558
5/17/2001,1288.49,28.91,116.12,5.407,21.47,551
5/18/2001,1291.96,29.91,116.41,5.405,21.23,545
5/21/2001,1312.83,29.98,116.52,5.374,20.76,540
5/22/2001,1309.38,29.74,117.69,5.41,21.35,534
5/23/2001,1289.05,29.03,118.29,5.401,22.08,537
5/24/2001,1293.17,27.91,118.36,5.491,20.57,532
5/25/2001,1277.89,27.8,118.18,5.511,20.6,536
5/29/2001,1267.93,28.66,118.22,5.515,22.14,538
5/30/2001,1248.08,28.55,118.2,5.509,22.76,545
5/31/2001,1255.82,28.37,119.07,5.381,22.64,543
6/1/2001,1260.67,27.93,118.89,5.364,21.59,546
6/4/2001,1267.11,28.13,119.16,5.341,21.38,532
6/5/2001,1283.57,28.25,118.53,5.269,19.58,526
6/6/2001,1270.03,27.73,119.23,5.255,20.39,524
6/7/2001,1276.96,27.75,119.11,5.324,19.67,515
6/8/2001,1264.96,28.33,119.21,5.356,19.92,506
6/11/2001,1254.39,29.04,120.12,5.284,20.7,507
6/12/2001,1255.85,29.19,119.61,5.253,20.7,512
6/13/2001,1241.6,28.85,118.94,5.263,21.45,517
6/14/2001,1219.87,29.06,117.99,5.221,23.12,521
6/15/2001,1214.36,28.51,118.29,5.232,22.81,518
6/18/2001,1208.43,27.56,118.39,5.251,23.17,538
6/19/2001,1212.58,27.49,119.04,5.236,22.34,534
6/20/2001,1223.14,26.51,119.13,5.205,21.71,530
6/21/2001,1237.04,26.38,119.01,5.172,19.38,526
6/22/2001,1225.35,26.63,118.91,5.115,20.02,529
6/25/2001,1218.6,27,118.32,5.13,20.67,525
6/26/2001,1216.76,26.98,118.1,5.224,21.2,523
6/27/2001,1211.07,25.62,118.38,5.235,20.88,526
6/28/2001,1226.2,25.56,120.01,5.335,20.01,527
6/29/2001,1224.42,26.26,119.47,5.412,19.06,527
7/2/2001,1236.71,25.95,119.67,5.322,18.76,566
7/3/2001,1234.45,26.24,119.35,5.38,18.92,567
7/5/2001,1219.24,27.02,120.9,5.391,20.09,582
7/6/2001,1190.59,28.22,119.9,5.359,21.63,584
7/9/2001,1198.78,27.59,119.89,5.327,22.48,584
7/10/2001,1181.52,27.49,119.13,5.274,23.25,603
7/11/2001,1180.18,27.11,118.64,5.289,24.01,632
7/12/2001,1208.14,26.8,119.09,5.234,22.09,679
7/13/2001,1215.68,26.59,119.33,5.217,21.14,673
7/16/2001,1202.45,26.07,119.3,5.173,22.91,676
7/17/2001,1214.44,25.57,118.9,5.204,22.61,652
7/18/2001,1207.71,24.91,117.38,5.091,23.6,673
7/19/2001,1215.02,24.71,117.36,5.106,22.51,669
7/20/2001,1210.85,25.59,117.21,5.129,22.34,653
7/23/2001,1191.03,25.94,117.85,5.104,23.74,636
7/24/2001,1171.65,26.13,117.2,5.11,25.24,642
7/25/2001,1190.49,26.64,116.64,5.182,24,634
7/26/2001,1202.93,26.73,116.79,5.129,23.01,657
7/27/2001,1205.82,27.02,116.94,5.098,22,659
7/30/2001,1204.52,26.63,117.2,5.066,22.69,662
7/31/2001,1211.23,26.35,117.18,5.054,21.62,664
8/1/2001,1215.93,26.77,116.59,5.071,20.56,663
8/2/2001,1220.75,27.71,116.16,5.151,20.09,648
8/3/2001,1214.35,27.62,116.14,5.157,19.89,646
8/6/2001,1200.48,27.74,116.46,5.153,21.89,647
8/7/2001,1204.4,27.94,116.83,5.168,21.01,637
8/8/2001,1183.53,27.54,116.54,5.05,22.32,633
8/9/2001,1183.43,27.64,115.25,5.034,21.75,629
8/10/2001,1190.16,28.05,115.29,4.98,20.55,627
8/13/2001,1191.29,27.82,115.01,4.976,20.42,629
8/14/2001,1186.73,28.02,114.38,4.966,20.48,637
8/15/2001,1178.02,27.56,113.19,5,20.91,629
8/16/2001,1181.66,27.41,113.08,4.94,21.54,622
8/17/2001,1161.97,26.69,112.99,4.839,23.84,646
8/20/2001,1171.41,27.18,113.4,4.902,22.87,649
8/21/2001,1157.26,27.91,113.29,4.864,24.4,659
8/22/2001,1165.31,27.12,113.27,4.894,22.44,627
8/23/2001,1162.09,27.73,113.09,4.88,22.23,625
8/24/2001,1184.93,28.15,113.33,4.922,19.71,626
8/27/2001,1179.21,26.67,113.42,4.924,20.56,626
8/28/2001,1161.51,27.17,113.43,4.836,22,621
8/29/2001,1148.6,27.05,113.54,4.771,23.03,616
8/30/2001,1129.03,26.55,112.84,4.812,25.41,624
8/31/2001,1133.58,27.2,113.42,4.832,24.92,614
9/4/2001,1132.94,26.93,115.43,4.959,25.85,596
9/5/2001,1131.74,26.95,115.63,4.967,26.35,602
9/6/2001,1106.4,27.58,114.83,4.873,28.61,615
9/7/2001,1085.78,28.03,114.05,4.79,30.99,621
9/10/2001,1092.54,27.63,114.66,4.835,31.84,621
9/17/2001,1038.77,28.81,112.17,4.623,41.76,682
9/18/2001,1032.74,27.7,111.88,4.707,38.87,669
9/19/2001,1016.1,26.72,111.94,4.691,40.56,672
